timestamp_leitura,vehicle_id,latencia_segundos
1768875530.1903522,EV-019,0.05227231979370117
1768875530.2482696,EV-011,0.05944633483886719
1768875530.291294,EV-011,0.051971435546875
1768875530.3556356,EV-009,0.06548094749450684
1768875530.3996346,EV-010,0.058225393295288086
1768875530.4520986,EV-006,0.05679917335510254
1768875530.5157578,EV-013,0.06942343711853027
1768875530.5185368,EV-019,0.02103424072265625
1768875530.600576,EV-005,0.0519099235534668
1768875530.6476681,EV-020,0.047467947006225586
1768875530.7048402,EV-005,0.05333828926086426
1768875530.7573934,EV-006,0.05462169647216797
1768875530.8100102,EV-001,0.05626225471496582
1768875530.855282,EV-003,0.050858497619628906
1768875530.9059522,EV-011,0.05067014694213867
1768875530.9554288,EV-010,0.04947662353515625
1768875531.010891,EV-013,0.05443882942199707
1768875531.0904388,EV-014,0.08346199989318848
1768875531.1348636,EV-005,0.058569908142089844
1768875531.1933198,EV-010,0.05417180061340332
1768875531.2405138,EV-017,0.05058693885803223
1768875531.2959645,EV-002,0.0554506778717041
1768875531.3602974,EV-014,0.06863999366760254
1768875531.4020336,EV-007,0.05879497528076172
1768875531.4468822,EV-006,0.05195021629333496
1768875531.500341,EV-007,0.054468631744384766
1768875531.5604966,EV-015,0.06352782249450684
1768875531.6002357,EV-006,0.05156993865966797
1768875531.6515455,EV-009,0.051309823989868164
1768875531.7131743,EV-007,0.06162881851196289
1768875531.7571487,EV-005,0.053319692611694336
1768875531.8066616,EV-018,0.05202507972717285
1768875531.8682215,EV-012,0.06256556510925293
1768875531.9145637,EV-002,0.05826115608215332
1768875531.9576652,EV-018,0.0504000186920166
1768875532.0104325,EV-012,0.052767276763916016
1768875532.0585647,EV-009,0.05016064643859863
1768875532.1230538,EV-013,0.06296205520629883
1768875532.1619544,EV-010,0.0514981746673584
1768875532.21717,EV-016,0.056134939193725586
1768875532.2620645,EV-010,0.050516366958618164
1768875532.3143342,EV-014,0.052269697189331055
1768875532.3750415,EV-017,0.06219148635864258
1768875532.4187107,EV-003,0.05500221252441406
1768875532.467291,EV-002,0.052593231201171875
1768875532.5271068,EV-013,0.06132936477661133
1768875532.570489,EV-017,0.053662776947021484
1768875532.6306589,EV-002,0.0626840591430664
1768875532.631652,EV-020,0.012683868408203125
1768875532.728913,EV-019,0.05896878242492676
1768875532.7744772,EV-014,0.053555965423583984
1768875532.8240669,EV-016,0.052144765853881836
1768875532.8674755,EV-020,0.04492449760437012
1768875532.9676793,EV-010,0.09433507919311523
1768875532.9691746,EV-016,0.04501914978027344
1768875533.0269787,EV-008,0.052306413650512695
1768875533.0821972,EV-017,0.05682706832885742
1768875533.1293843,EV-008,0.05338716506958008
1768875533.1818223,EV-005,0.05515408515930176
1768875533.2280593,EV-020,0.05074787139892578
1768875533.2787745,EV-003,0.05071520805358887
1768875533.3307395,EV-003,0.05196499824523926
1768875533.3917584,EV-018,0.06211256980895996
1768875533.4319732,EV-017,0.05157637596130371
1768875533.4955297,EV-007,0.06355643272399902
1768875533.5440083,EV-013,0.06082415580749512
1768875533.5874794,EV-020,0.05378413200378418
1768875533.6365104,EV-004,0.05185246467590332
1768875533.6971262,EV-016,0.06061577796936035
1768875533.742282,EV-008,0.0540165901184082
1768875533.7896996,EV-017,0.05065131187438965
1768875533.8486686,EV-013,0.05896902084350586
1768875533.8986707,EV-017,0.05518770217895508
1768875533.9470932,EV-007,0.05292320251464844
1768875534.0063329,EV-010,0.060742855072021484
1768875534.0543125,EV-018,0.056899309158325195
1768875534.1067429,EV-004,0.05836153030395508
1768875534.1504023,EV-006,0.050847530364990234
1768875534.2034109,EV-017,0.0530085563659668
1768875534.255935,EV-015,0.05431628227233887
1768875534.3117824,EV-013,0.058936357498168945
1768875534.3721373,EV-017,0.0628654956817627
1768875534.4144115,EV-002,0.05217313766479492
1768875534.4772408,EV-019,0.0638892650604248
1768875534.5280619,EV-011,0.06342244148254395
1768875534.5680869,EV-006,0.052430152893066406
1768875534.6252728,EV-003,0.05798172950744629
1768875534.6719196,EV-004,0.05279374122619629
1768875534.729568,EV-013,0.05966830253601074
1768875534.7740703,EV-009,0.05150914192199707
1768875534.822403,EV-006,0.048854827880859375
1768875534.9009461,EV-010,0.07571625709533691
1768875534.9501946,EV-014,0.05484795570373535
1768875535.008697,EV-011,0.06074786186218262
1768875535.055093,EV-004,0.0562589168548584
1768875535.1092238,EV-003,0.059252023696899414
1768875535.111507,EV-016,0.010231494903564453
1768875535.2051232,EV-005,0.05282330513000488
1768875535.2569542,EV-009,0.05349898338317871
1768875535.311389,EV-008,0.05645298957824707
1768875535.37243,EV-012,0.0664513111114502
1768875535.4143112,EV-017,0.05712747573852539
1768875535.4597507,EV-009,0.05157637596130371
1768875535.5157015,EV-001,0.05595088005065918
1768875535.576344,EV-019,0.062401533126831055
1768875535.6200814,EV-003,0.05368661880493164
1768875535.6805649,EV-003,0.06284523010253906
1768875535.7201378,EV-020,0.05120372772216797
1768875535.7660298,EV-013,0.04646944999694824
1768875535.8222458,EV-011,0.05154705047607422
1768875535.8680444,EV-015,0.04680347442626953
1768875535.9336696,EV-014,0.06105303764343262
1768875535.9782267,EV-014,0.05494284629821777
1768875536.0253174,EV-014,0.05066227912902832
1768875536.077612,EV-011,0.05229449272155762
1768875536.1341636,EV-019,0.05812549591064453
1768875536.1783645,EV-011,0.051717519760131836
1768875536.2210329,EV-009,0.04266834259033203
1768875536.2868853,EV-007,0.05491209030151367
1768875536.3391552,EV-004,0.05508279800415039
1768875536.3889234,EV-016,0.0523221492767334
1768875536.4482586,EV-005,0.06036829948425293
1768875536.4905632,EV-007,0.051331520080566406
1768875536.541967,EV-017,0.05140376091003418
1768875536.6047094,EV-006,0.06274247169494629
1768875536.60904,EV-009,0.016004085540771484
1768875536.696969,EV-013,0.05236387252807617
1768875536.761065,EV-004,0.06409597396850586
1768875536.8162007,EV-003,0.0686042308807373
1768875536.8676074,EV-011,0.05619215965270996
1768875536.9136999,EV-005,0.05061745643615723
1768875536.9643378,EV-008,0.05063796043395996
1768875537.0302367,EV-002,0.06589889526367188
1768875537.0739818,EV-012,0.05882716178894043
1768875537.117886,EV-017,0.05183672904968262
1768875537.17412,EV-010,0.057248592376708984
1768875537.2341714,EV-012,0.06607890129089355
1768875537.2788942,EV-020,0.05880284309387207
1768875537.324051,EV-014,0.05302786827087402
1768875537.3931441,EV-008,0.07112431526184082
1768875537.4352195,EV-010,0.060516357421875
1768875537.4786775,EV-006,0.05246138572692871
1768875537.5337334,EV-003,0.056086063385009766
1768875537.5902336,EV-004,0.061257362365722656
1768875537.591118,EV-011,0.011289596557617188
1768875537.682099,EV-012,0.051035404205322266
1768875537.7342014,EV-016,0.05210232734680176
1768875537.7871165,EV-010,0.05393028259277344
1768875537.8377974,EV-013,0.05269455909729004
1768875537.8932629,EV-016,0.05504655838012695
1768875537.940451,EV-005,0.05138206481933594
1768875537.989036,EV-008,0.049100637435913086
1768875538.0517716,EV-018,0.06123042106628418
1768875538.0978737,EV-011,0.05615091323852539
1768875538.154496,EV-015,0.062040090560913086
1768875538.1979227,EV-012,0.05452895164489746
1768875538.2544606,EV-010,0.060057640075683594
1768875538.2552364,EV-012,0.010259628295898438
1768875538.3490853,EV-015,0.053299665451049805
1768875538.4078045,EV-011,0.06086111068725586
1768875538.4084132,EV-015,0.010432004928588867
1768875538.515008,EV-006,0.06592583656311035
1768875538.5591352,EV-019,0.05855965614318848
1768875538.602422,EV-006,0.05060100555419922
1768875538.6669698,EV-013,0.06402707099914551
1768875538.7139008,EV-019,0.05177927017211914
1768875538.7738917,EV-009,0.059990882873535156
1768875538.7754548,EV-002,0.011063814163208008
1768875538.8661268,EV-003,0.05076932907104492
1768875538.9174488,EV-001,0.051321983337402344
1768875538.9778674,EV-013,0.060935258865356445
1768875539.0218546,EV-016,0.05440473556518555
1768875539.0773277,EV-010,0.0593111515045166
1768875539.0803423,EV-005,0.011693239212036133
1768875539.1687462,EV-020,0.0494534969329834
1768875539.2243328,EV-003,0.05407571792602539
1768875539.2824945,EV-011,0.0607144832611084
1768875539.3276975,EV-017,0.0551302433013916
1768875539.381972,EV-010,0.0584721565246582
1768875539.4272692,EV-012,0.05273127555847168
1768875539.48285,EV-002,0.057103633880615234
1768875539.530426,EV-016,0.05361151695251465
1768875539.5862098,EV-001,0.058390140533447266
1768875539.6308942,EV-019,0.052078962326049805
1768875539.6818802,EV-017,0.051872968673706055
1768875539.742618,EV-002,0.05988121032714844
1768875539.7863333,EV-016,0.0529780387878418
1768875539.8413193,EV-020,0.05710959434509277
1768875539.886121,EV-012,0.05081510543823242
1768875539.949992,EV-002,0.06387090682983398
1768875539.9504976,EV-006,0.013538360595703125
1768875540.0488613,EV-003,0.0613551139831543
1768875540.0938988,EV-006,0.05551433563232422
1768875540.1497774,EV-017,0.06077003479003906
1768875540.2041025,EV-011,0.06422138214111328
1768875540.2532313,EV-007,0.05238795280456543
1768875540.3054266,EV-010,0.05379915237426758
1768875540.363433,EV-009,0.06114935874938965
1768875540.4096093,EV-012,0.05616879463195801
1768875540.4589007,EV-011,0.054656267166137695
1768875540.5085597,EV-002,0.05298042297363281
1768875540.5665598,EV-013,0.05994105339050293
1768875540.6104622,EV-013,0.052686214447021484
1768875540.6697466,EV-005,0.06082916259765625
1768875540.7135673,EV-001,0.052229881286621094
1768875540.7695405,EV-019,0.0571599006652832
1768875540.8136876,EV-010,0.05057168006896973
1768875540.8694246,EV-020,0.05573701858520508
1768875540.9138932,EV-020,0.04893040657043457
1768875540.9680386,EV-012,0.05229449272155762
1768875541.025939,EV-001,0.05932021141052246
1768875541.0706103,EV-015,0.053404808044433594
1768875541.116364,EV-018,0.04828500747680664
1768875541.1707559,EV-001,0.05186009407043457
1768875541.2260048,EV-014,0.05524897575378418
1768875541.293154,EV-003,0.07200360298156738
1768875541.3352737,EV-008,0.06295609474182129
1768875541.3787303,EV-009,0.05471968650817871
1768875541.4261389,EV-002,0.05052471160888672
1768875541.4781797,EV-015,0.052040815353393555
1768875541.5349596,EV-007,0.05677986145019531
1768875541.5846114,EV-003,0.054984331130981445
1768875541.636866,EV-003,0.05621528625488281
1768875541.6937828,EV-013,0.06057453155517578
1768875541.6946292,EV-006,0.010688066482543945
1768875541.7921576,EV-008,0.05649852752685547
1768875541.8372679,EV-016,0.05096769332885742
1768875541.8970153,EV-001,0.05974745750427246
1768875541.9455655,EV-003,0.056919097900390625
1768875541.989738,EV-017,0.05045819282531738
1768875542.041936,EV-015,0.052197933197021484
1768875542.0980265,EV-013,0.05713987350463867
1768875542.172607,EV-001,0.0800628662109375
1768875542.2299643,EV-010,0.08449649810791016
1768875542.2734854,EV-012,0.05412912368774414
1768875542.3243177,EV-005,0.05391073226928711
1768875542.3873675,EV-015,0.06606674194335938
1768875542.4296856,EV-019,0.05449080467224121
1768875542.4771876,EV-012,0.050740718841552734
1768875542.546296,EV-009,0.06910824775695801
1768875542.5873086,EV-012,0.0578458309173584
1768875542.6358633,EV-004,0.05520057678222656
1768875542.6937206,EV-006,0.06221199035644531
1768875542.735307,EV-010,0.05226707458496094
1768875542.7898014,EV-008,0.05604100227355957
1768875542.8360872,EV-007,0.05178260803222656
1768875542.8844416,EV-019,0.04888105392456055
1768875542.9412308,EV-017,0.0552828311920166
1768875542.9888046,EV-014,0.05170297622680664
1768875543.0416028,EV-011,0.053359031677246094
1768875543.0900683,EV-003,0.049993276596069336
1768875543.1575844,EV-003,0.06601452827453613
1768875543.201762,EV-001,0.057290077209472656
1768875543.2459743,EV-016,0.05052495002746582
1768875543.3118715,EV-018,0.06589722633361816
1768875543.3584294,EV-015,0.06081104278564453
1768875543.403487,EV-004,0.054645538330078125
1768875543.467963,EV-013,0.06797981262207031
1768875543.510526,EV-007,0.0590367317199707
1768875543.5540624,EV-014,0.05108928680419922
1768875543.6065047,EV-001,0.052442312240600586
1768875543.6649559,EV-008,0.05908322334289551
1768875543.7085004,EV-014,0.05135655403137207
1768875543.7658782,EV-003,0.05737781524658203
1768875543.8134148,EV-007,0.05391049385070801
1768875543.8710644,EV-020,0.06070828437805176
1768875543.9131715,EV-020,0.05207395553588867
1768875543.9646733,EV-006,0.05285024642944336
1768875544.007742,EV-003,0.04507255554199219
1768875544.0770235,EV-004,0.06326508522033691
1768875544.1158078,EV-012,0.05111432075500488
1768875544.1664,EV-017,0.05059218406677246
1768875544.2298765,EV-006,0.0634765625
1768875544.2309842,EV-014,0.013924598693847656
1768875544.33064,EV-009,0.06258296966552734
1768875544.332018,EV-018,0.012378692626953125
1768875544.425672,EV-017,0.05486249923706055
1768875544.4789631,EV-015,0.05495810508728027
1768875544.5418947,EV-018,0.06651067733764648
1768875544.58422,EV-008,0.05764055252075195
1768875544.6303291,EV-005,0.052642822265625
1768875544.683538,EV-016,0.05483746528625488
1768875544.740911,EV-018,0.06123685836791992
1768875544.7857907,EV-017,0.05517220497131348
1768875544.8409514,EV-007,0.05941152572631836
1768875544.8829165,EV-005,0.05044746398925781
1768875544.933604,EV-008,0.050687551498413086
1768875544.9922163,EV-003,0.05861234664916992
1768875545.0368032,EV-020,0.05181884765625
1768875545.0874147,EV-005,0.05163455009460449
1768875545.1333036,EV-015,0.04690670967102051
1768875545.201293,EV-004,0.06375932693481445
1768875545.2470398,EV-005,0.0579991340637207
1768875545.2909038,EV-010,0.05122733116149902
1768875545.354764,EV-019,0.06386017799377441
1768875545.398838,EV-001,0.05687141418457031
1768875545.4499013,EV-005,0.055260419845581055
1768875545.4977493,EV-007,0.05186820030212402
1768875545.546598,EV-020,0.04985976219177246
1768875545.6060297,EV-019,0.05711221694946289
1768875545.6556795,EV-020,0.055788516998291016
1768875545.7128065,EV-016,0.06147027015686035
1768875545.7559125,EV-018,0.05244135856628418
1768875545.80917,EV-008,0.054796457290649414
1768875545.855839,EV-007,0.05078482627868652
1768875545.917062,EV-013,0.06122303009033203
1768875545.9572635,EV-001,0.05084967613220215
1768875546.008231,EV-019,0.05096745491027832
1768875546.061458,EV-006,0.05322718620300293
1768875546.1229756,EV-016,0.06425142288208008
1768875546.1829507,EV-012,0.06301498413085938
1768875546.2257938,EV-015,0.05476999282836914
1768875546.273542,EV-016,0.05073857307434082
1768875546.327148,EV-018,0.05360603332519531
1768875546.3913734,EV-003,0.06626510620117188
1768875546.4348207,EV-004,0.05569958686828613
1768875546.4990447,EV-012,0.06768393516540527
1768875546.5414903,EV-002,0.05915975570678711
1768875546.5860617,EV-007,0.0524744987487793
1768875546.6534364,EV-007,0.06635808944702148
1768875546.697227,EV-001,0.05785346031188965
1768875546.7454703,EV-007,0.054248809814453125
1768875546.8034937,EV-013,0.06152987480163574
1768875546.8450322,EV-012,0.05254173278808594
1768875546.8973913,EV-017,0.05437493324279785
1768875546.9494462,EV-006,0.05559492111206055
1768875547.0013182,EV-012,0.056513071060180664
1768875547.0429282,EV-020,0.047475337982177734
1768875547.1090999,EV-001,0.0629584789276123
1768875547.1486819,EV-008,0.05072474479675293
1768875547.1912484,EV-017,0.042566537857055664
1768875547.2610705,EV-010,0.06117105484008789
1768875547.3060899,EV-010,0.05523800849914551
1768875547.362013,EV-019,0.05942869186401367
1768875547.4075544,EV-003,0.05323982238769531
1768875547.471134,EV-014,0.06559062004089355
1768875547.4724903,EV-005,0.013540029525756836
1768875547.5784223,EV-004,0.0684049129486084
1768875547.6230247,EV-019,0.06142306327819824
1768875547.664991,EV-019,0.05132126808166504
1768875547.7162025,EV-017,0.05121159553527832
1768875547.7652369,EV-020,0.04903435707092285
1768875547.831285,EV-009,0.06433629989624023
1768875547.8342583,EV-004,0.015105962753295898
1768875547.9207158,EV-001,0.050836801528930664
1768875547.9775465,EV-004,0.056830644607543945
